nlargest,heap,5,32,0
nlargest,heap,6,64,0
nlargest,heap,7,128,0
nlargest,heap,8,256,0
nlargest,heap,9,512,0.001
nlargest,heap,10,1024,0.002
nlargest,heap,11,2048,0.003
nlargest,heap,12,4096,0.006
nlargest,heap,13,8192,0.012
nlargest,heap,14,16384,0.023
nlargest,heap,15,32768,0.048
